template_id,post_text,category,cta_type,link_included,image_upload_recommended,recommended_styles,scheduled_at,status,quality_note
second_058,AI 결과 볼 때\n자연스러움이 중요한지 재미가 중요한지\n정말 사람마다 다르더라\n\n나는 둘 중 하나 고르라면 요즘은 재미 쪽,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-13 10:15,draft,
first_020,내 얼굴로 AI 프로필 뽑아봤는데\n예상보다 훨씬 덜 민망하고\n훨씬 더 잘 나왔어 😶\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-13 12:03,draft,
second_059,좋은 결과는 남지만\n좋은 경험은 다시 오게 하더라\n\n그래서 이번엔 결과보다 경험 쪽을 더 많이 다듬었음,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-13 14:02,draft,
first_119,퍼스널컬러 결과를 보고 있으면\n오늘 왜 유독 얼굴이 뜬 것 같았는지\n괜히 납득돼서 웃기더라,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-13 17:22,draft,
second_060,의외로 사람들이 기억하는 건\n화질보다 장면 이름인 경우가 많더라\n\n카드 제목만 보고 웃거나 상상하면 이미 반은 된 느낌,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-13 19:46,draft,
first_219,혼자 만드는 서비스의 밤은\n기대 반 민망함 반이야\n그래도 누가 재밌게 써주면 그걸로 충분함,text_only,none,no,no,,2026-05-13 21:19,draft,
second_061,하나 잘 나온 결과보다\n여러 번 눌러보게 되는 흐름을 만드는 게 훨씬 어렵더라\n\n그래서 오히려 더 집착하게 됐음,soft_cta,soft,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-14 10:04,draft,
first_021,점심시간마다 괜히\n뭔가 새 거 눌러보고 싶을 때 있잖아\n이건 그 용도로 꽤 괜찮을지도,soft_cta,soft,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-14 12:39,draft,
second_062,다들 AI 사진 서비스에서\n가장 오래 기억나는 순간이 뭔지 궁금함\n\n나는 결과보다 고르던 순간이 기억에 더 남더라,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-14 14:05,draft,
first_120,퇴근하고 나면 이상하게\n재미보다 감정이 먼저 들어오잖아\n그래서 이 시간대 글은 조금 다르게 쓰게 된다\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-14 17:28,draft,
second_063,심심풀이처럼 시작했다가\n의외로 한두 장 더 보게 되는 서비스가 있잖아\n\n이번엔 딱 그 정도 밀도의 재미를 원했음,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-14 19:16,draft,
first_220,사진 한 장으로\n나라는 사람의 무드가 달라 보이는 순간\n괜히 나만 뒤처진 것 같던 기분이 좀 사라짐 ✨\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-14 21:01,draft,
second_064,혼자 볼 땐 몰랐는데\n누가 옆에서 같이 보면 갑자기 더 재밌어지는 결과들이 있더라\n\n그래서 공유성도 꽤 크게 봤다,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-15 10:35,draft,
first_022,내가 만든 서비스인데도\n결과물 뜰 때마다 약간 남의 일처럼 재밌음\n그만큼 결과가 제각각이더라,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-15 12:58,draft,
second_065,처음부터 너무 많은 걸 설명하면\n사람이 아니라 기능만 남는 느낌이 있음\n\n이번엔 그냥 보면서 감 잡는 쪽이 더 맞다고 봤음,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-15 14:08,draft,
first_121,오늘 사람 너무 많이 만나서 지쳤는데\n집 가는 길에 내 얼굴로 다른 카드 몇 장 뽑아보니까\n생각보다 마음이 좀 풀리더라,text_only,none,no,no,,2026-05-15 17:59,draft,
second_066,이상하게도\n살짝 웃긴 결과는 저장은 안 해도 기억은 더 오래 남음\n\n이 포인트 공감하는 사람 은근 많을 것 같다,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-15 19:04,draft,
first_221,요즘 다들 무드 있는 프사 하나쯤은 있잖아\n밤에 그걸 보면 유독 더 부러워져\n그래서 직접 만들어봤어,text_only,none,no,no,,2026-05-15 21:30,draft,
second_067,AI 사진이 다 비슷하게 느껴질 때는\n결과보다 장면을 먼저 보면 감이 달라짐\n\n내가 요즘 밀고 있는 방향이 딱 그쪽임\nstyledrop.cloud,direct_cta,none,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-16 10:11,draft,
first_023,셀카는 넘치는데\n남는 건 별로 없다고 느껴서\n카드처럼 간직되는 쪽으로 만들어봤어,text_only,none,no,no,,2026-05-16 12:42,draft,
second_068,예쁜 결과 하나보다\n다음 카드가 궁금한 서비스가 더 오래 남더라\n\n그래서 그 흐름에 집중해서 만들었음\n궁금하면 styledrop.cloud,direct_cta,none,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-16 14:07,draft,
first_122,나도 원래 이런 말 잘 못 하는데\n혼자 만든 서비스라 더 애착이 감\n그래서 가볍게라도 써줘 보면 진짜 고마워,soft_cta,soft,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-16 17:56,draft,
second_069,혼자 보기보다\n친구한테 보여주고 싶은 결과가 더 강할 때가 있음\n\n그쪽 반응 좋아하면 아마 바로 감 올 거야\nstyledrop.cloud,direct_cta,none,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-16 19:04,draft,
first_222,이 시간대엔\n예쁘다보다 분위기 있다가 더 크게 들려\n그래서 결과 톤도 그렇게 잡아봤어,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-16 21:11,draft,
second_070,보정앱처럼 쓰는 느낌보다\n가볍게 장면 체험하는 느낌에 더 가깝게 잡았음\n\n이 차이가 궁금하면 여기서 몇 개만 봐도 됨\nstyledrop.cloud,before_after_recommended,soft,yes,yes,rainy-crosswalk|club-flash|red-carpet-glam,2026-05-17 10:00,draft,
first_024,분위기만 바뀌어도\n사람이 완전 달라 보이더라\n이거 만들면서 제일 재밌었던 부분이 그거였음,text_only,none,no,no,,2026-05-17 12:06,draft,
second_071,구경만 해도 손이 가는 카드가 있으면\n서비스 체감이 완전히 달라지더라\n\n그 지점을 만들어보려고 꽤 오래 만졌음\nstyledrop.cloud,direct_cta,none,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-17 14:18,draft,
first_123,퇴근길에 내 사진 보다가\n아 오늘 너무 무난하게 살았나 싶으면\n다른 스타일로 한 번 바꿔보는 재미가 있어,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-17 17:16,draft,
second_072,“또 AI 사진이네”에서 끝나기 싫어서\n첫 화면부터 결을 다르게 가져가봤음\n\n무슨 말인지 보려면 styledrop.cloud,direct_cta,none,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-17 19:28,draft,
first_223,서부 총잡이든 우주비행사든\n밤에 보면 장난보다 무드가 먼저 들어와\n그 차이가 재밌더라,text_only,none,no,no,,2026-05-17 21:39,draft,
second_073,가끔은 결과 퀄보다\n누가 먼저 떠오르는지가 더 중요할 때가 있더라\n\n그런 결과 좋아하면 한 번 봐도 재밌을 듯\nstyledrop.cloud,direct_cta,none,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-18 10:46,draft,
first_025,점심시간에 잠깐 해봤다가\n생각보다 오래 붙잡고 있게 되는 타입\n한 장으로 끝날 줄 알았는데 아니더라\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-18 12:21,draft,
second_074,처음엔 잘 나온 한 장이 목표였는데\n지금은 다시 들어오게 만드는 게 더 중요해졌음\n\n그 차이를 담아둔 쪽이 여기임\nstyledrop.cloud,before_after_recommended,none,yes,yes,rainy-crosswalk|club-flash|red-carpet-glam,2026-05-18 14:12,draft,
first_124,이건 뭔가 자랑보다\n내가 만든 거 한 번 같이 놀아달라는 말에 가까워\n친구한테 보내기 좋은 쪽으로 만들었고,text_only,none,no,no,,2026-05-18 17:14,draft,
second_075,요즘은 예쁜 사진보다\n재밌는 장면이 더 오래 남는다고 느낀다\n\n비슷한 취향이면 이쪽이 맞을 수 있음\nstyledrop.cloud,direct_cta,none,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-18 19:01,draft,
first_224,혼자 만든 서비스라고 말하면\n괜히 더 작게 보일까 걱정도 되는데\n그래도 써본 사람 반응이 그걸 덮어주더라,text_only,none,no,no,,2026-05-18 21:44,draft,
second_076,내 얼굴이 비 오는 횡단보도 안에 들어가면\n어떤 무드가 나올지 상상해본 적 있나\n\n이런 질문 하나가 생각보다 오래 남더라,text_only,none,no,no,,2026-05-19 10:58,draft,
first_026,퍼컬 진단 받으러 가기는 귀찮고\n그래도 대충 내 톤은 알고 싶고\n딱 그 사이 어딘가에서 만든 기능이야,text_only,none,no,no,,2026-05-19 12:43,draft,
second_077,카드 이름만 봤는데\n이미 결과가 궁금해지는 순간이 있음\n\n그때 사람 손이 제일 빠르게 움직이더라,text_only,none,no,no,,2026-05-19 14:23,draft,
first_125,회사 끝나고 지친 얼굴로 찍은 사진도\n생각보다 분위기 있게 바뀌더라\n그게 좀 위로였어\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-19 17:22,draft,
second_078,잘 나온 결과보다\n보기 전 기대감이 더 큰 서비스가 의외로 드물더라\n\n이번엔 그 앞단 감정을 더 많이 신경 썼음,text_only,none,no,no,,2026-05-19 19:26,draft,
first_225,나도 딱 그랬어\n하나만 해보고 자야지 했다가\n몇 장 더 돌리고 있었음 🌙\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-19 21:27,draft,
second_079,눈 내리는 밤에 선 내 얼굴과\n인형뽑기 기계 안에 들어간 내 얼굴은\n분명 완전히 다른 느낌일 텐데\n\n그 차이가 재밌더라,text_only,none,no,no,,2026-05-20 10:56,draft,
first_027,방금 해봤는데\n내 얼굴이 이렇게까지 무드 있게 나올 줄은 몰랐어\n조용히 저장해두기 좋은 결과가 뜸,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-20 12:48,draft,
second_080,결과가 궁금하지 않은 카드는\n아무리 예뻐도 손이 잘 안 가더라\n\n그래서 제목만 보고도 상상하게 되는 쪽으로 짰음,text_only,none,no,no,,2026-05-20 14:48,draft,
first_126,낮에 볼 때랑 다르게\n퇴근 후엔 결과가 훨씬 감성적으로 느껴져\n그래서 이 시간대 반응이 제일 궁금함,before_after_recommended,none,no,yes,rainy-crosswalk|club-flash|red-carpet-glam,2026-05-20 17:40,draft,
second_081,라면머리처럼 살짝 웃긴 장면은\n이상하게 더 한번 눌러보게 됨\n\n결과가 예측 안 되는 맛이 있으니까,text_only,soft,no,no,,2026-05-20 19:43,draft,
first_226,밤에 보는 퍼스널컬러 결과는\n내일 뭐 바를지 바로 생각하게 만들어\n그게 은근 실용적이더라,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-20 21:20,draft,
second_082,“이건 내 얼굴로 돌리면 어떨까”\n이 생각이 들면 이미 반쯤 시작된 거더라\n\n이번엔 그 순간을 많이 만들고 싶었음,text_only,none,no,no,,2026-05-21 10:13,draft,
first_028,AI 오디션 결과가\n괜히 더 궁금한 이유가 뭘까 했는데\n사람이 내 인상 평가받는 걸 은근 신경 쓰나 봄,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-21 12:01,draft,
second_083,우주 쪽이 더 어울릴지\n서부 무드가 더 어울릴지\n막상 보기 전엔 전혀 감이 안 잡힘\n\n그게 오히려 재밌음,text_only,none,no,no,,2026-05-21 14:28,draft,
first_127,내가 보는 너 기능은\n친구들 사이에서 장난처럼 시작해도\n결국 서로를 조금 더 보게 만드는 것 같아,text_only,none,no,no,,2026-05-21 17:26,draft,
second_084,사람들이 금방 질리는 건\n결과를 너무 빨리 예측할 수 있어서일 수도 있음\n\n그래서 예측 여지를 남기는 카드들을 넣어봤다,text_only,none,no,no,,2026-05-21 19:46,draft,
first_227,낮에는 재미로 눌렀다면\n밤에는 조금 더 나를 들여다보게 되는 서비스\n결국 그 차이 때문에 남는 것 같아,text_only,none,no,no,,2026-05-21 21:51,draft,
second_085,권투 선수처럼 강한 톤과\n눈 오는 밤처럼 조용한 톤 중에\n내 얼굴이 어디서 더 살아날지 은근 궁금하지 않나,text_only,none,no,no,,2026-05-22 10:25,draft,
first_029,혼자 만드는 입장이라\n처음 쓰는 사람 반응이 제일 귀함\n근데 일단 재미는 꽤 챙겨놨다고 생각해,text_only,none,no,no,,2026-05-22 12:15,draft,
second_086,멋진 카드가 끌릴 때도 있지만\n결과가 더 안 그려지는 카드가 이상하게 더 세더라\n\n의외성이 있는 쪽이 오래 감,text_only,none,no,no,,2026-05-22 14:23,draft,
first_128,혼자 만드는 사람의 욕심이란 게\n예쁘다보다 오래 남는다 쪽으로 가더라\n그래서 결과 톤을 꽤 많이 손봤어,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-22 17:34,draft,
second_087,장면 이름만 보고\n벌써 친구 한 명 떠오르는 카드가 있더라\n\n이런 건 보기 전에 이미 반응이 시작된 느낌임,text_only,none,no,no,,2026-05-22 19:16,draft,
first_228,내 얼굴을 AI 감독이 심사해주는 기능\n밤에 보면 괜히 더 몰입돼\n이 시간엔 뭐든 진심처럼 느껴지니까,text_only,none,no,no,,2026-05-22 21:43,draft,
second_088,결과를 다 보여주기 전에\n질문을 먼저 던지는 카드가 훨씬 강했음\n\n“내가 여기 있으면?”\n이 구조가 잘 먹히더라,text_only,none,no,no,,2026-05-23 10:19,draft,
first_030,이런 말 좀 쑥스럽지만\n점심시간에 한 번만 눌러봐줘도\n나한텐 꽤 큰 사건임 🙂\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-23 12:31,draft,
second_089,서로 다른 장면에 같은 얼굴을 넣었을 때\n어디까지 분위기가 바뀌는지 보는 재미가 있음\n\n그 차이를 발견하는 순간이 꽤 좋다,text_only,none,no,no,,2026-05-23 14:58,draft,
first_129,퇴근 시간엔 무조건 무거운 것보다\n가볍게 해볼 수 있는데 마음에는 좀 남는 것\n그런 서비스를 만들고 싶었어,soft_cta,soft,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-23 17:40,draft,
second_090,생각보다 사람들은\n결과보다 기대감을 오래 기억하더라\n\n그래서 카드 이름이 주는 상상력도 꽤 중요하게 봤음,text_only,none,no,no,,2026-05-23 19:58,draft,
first_229,혼자 만드는 사람 입장에선\n자고 일어나면 누가 해봤다는 흔적이 있길 바라는 마음\n그게 은근 크다,text_only,none,no,no,,2026-05-23 21:06,draft,
second_091,몽골 전사 같은 강한 설정이 더 궁금한지\n일상적인 장면이 더 궁금한지\n이것도 사람 취향 많이 타더라,text_only,none,no,no,,2026-05-24 10:28,draft,
first_031,"몽골 전사, 우주비행사, 서부 총잡이\n셋 다 해봤는데\n이상하게 다 어울려서 더 웃김",text_only,none,no,no,,2026-05-24 12:59,draft,
second_092,예측 가능한 장면은 편하지만\n한 번 보고 끝나는 경우가 많았음\n\n그래서 조금은 낯설고 조금은 익숙한 선을 계속 만졌다,text_only,none,no,no,,2026-05-24 14:21,draft,
first_130,오늘 하루 별로였어도\n결과물 한 장이 마음에 들면\n괜히 하루 전체가 덜 별로였던 것처럼 느껴짐 🙂\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-24 17:45,draft,
second_093,카드 한 장만 보고도\n내 사진 넣었을 때의 표정까지 상상되면\n그건 거의 성공한 카드더라,text_only,none,no,no,,2026-05-24 19:04,draft,
first_230,이 시간에 서비스 올린 사람의 마음은 단순해\n누가 잠들기 전에 한 번쯤 눌러줬으면 좋겠다\n그 정도\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-24 21:33,draft,
second_094,장면에 대한 설명을 길게 붙이지 않아도\n사람이 바로 상상해버리는 카드들이 있음\n\n그런 카드일수록 눌림이 좋더라,text_only,none,no,no,,2026-05-25 10:37,draft,
first_032,분명 내 사진인데\n결과는 나보다 더 나 같을 때가 있더라\n이 느낌이 묘해서 계속 만지게 됨,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-25 12:35,draft,
second_095,같은 셀카라도\n도시 밤거리랑 눈 오는 골목에 넣으면\n느낌이 얼마나 달라질지 보는 맛이 있음,text_only,none,no,no,,2026-05-25 14:56,draft,
first_131,사람들이 내 얼굴을 어떻게 읽는지\n은근 궁금한 날이 있잖아\n특히 퇴근길엔 그런 생각이 더 많아짐,text_only,none,no,no,,2026-05-25 17:51,draft,
second_096,결과물이 예쁘냐보다\n보기 전에 궁금하냐가 더 먼저인 순간이 있더라\n\n이번엔 그 지점을 더 세게 가져갔다,text_only,none,no,no,,2026-05-25 19:06,draft,
first_231,프사 하나 바꿨을 뿐인데\n사람 분위기가 달라 보이는 걸 너무 많이 봐서\n결국 직접 만들게 됐어,text_only,none,no,no,,2026-05-25 21:27,draft,
second_097,카드 이름만 보고\n이건 내 얼굴로 보면 이상하게 재밌겠는데 싶은 순간이 있음\n\n그런 장면 좋아하는 사람은 저장해둘 만할 듯,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-26 10:27,draft,
first_033,내가 만드는 서비스는\n항상 너무 기능적으로만 가는 것 같아서\n이번엔 좀 놀 수 있게 만들어봤어,text_only,none,no,no,,2026-05-26 12:28,draft,
second_098,비 오는 횡단보도 vs 서부 총잡이\n둘 중 하나만 먼저 눌러야 한다면\n어느 쪽이 더 궁금한지 은근 궁금함,soft_cta,soft,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-26 14:44,draft,
first_132,AI 오디션은 웃기려고 넣었는데\n결과 보고 친구한테 바로 공유하게 되는 쪽이 있더라\n나도 그랬고,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-26 17:15,draft,
second_099,예쁜 결과보다\n결과 나오기 전이 더 재밌는 서비스가 있더라\n\n이런 구조 좋아하면 꽤 취향일 수 있음,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-26 19:12,draft,
first_232,밤에 누워서 남들 사진 보다 보면\n왜 나만 아직 평소 셀카 같지 싶을 때가 있잖아\n그 기분을 좀 건드리는 서비스야,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-26 21:36,draft,
second_100,라면머리 같은 카드가 좋은 이유는\n대충 어떤 느낌일지 알 것 같으면서도\n막상 내 얼굴 넣으면 전혀 다를 것 같아서임,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-27 10:31,draft,
first_034,점심시간엔 무거운 것보다\n가볍게 눌렀다가 피식하는 게 좋잖아\n그 기분으로 만든 기능들이 몇 개 있음,soft_cta,soft,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-27 12:00,draft,
second_101,멋있는 카드부터 고르는 편인지\n결과가 더 안 그려지는 카드부터 고르는 편인지\n\n나는 이상하게 후자가 더 손이 감,soft_cta,none,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-27 14:46,draft,
first_133,하루 종일 기능 붙잡고 있다가\n퇴근할 때쯤 되면 늘 드는 생각\n이거 누가 재밌어해주면 좋겠다,text_only,none,no,no,,2026-05-27 17:07,draft,
second_102,카드 선택하는 순간 이미 재미가 시작되면\n완성컷 체감도도 같이 올라가더라\n\n이 포인트 좋아하는 사람 은근 많을 듯,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-27 19:40,draft,
first_233,내가 보는 나와\n남이 읽는 내 인상 사이의 차이\n이 시간엔 그게 유독 더 크게 느껴짐,text_only,none,no,no,,2026-05-27 21:54,draft,
second_103,어떤 카드는 결과를 보기도 전에\n친구한테 보내는 장면까지 상상됨\n\n그런 카드가 확실히 힘이 세더라,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-28 10:11,draft,
first_035,사진 한 장 넣으면\n내 분위기를 다른 캐릭터처럼 꺼내주는 느낌\n혼자 해보다가 생각보다 잘 나와서 만족했음\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-28 12:17,draft,
second_104,눈 내리는 밤 같은 조용한 장면이 좋은지\n강한 캐릭터 카드가 더 좋은지\n\n이거 의외로 취향 진짜 갈린다,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-28 14:20,draft,
first_134,디자이너로서 만든 거라기보다\n오늘의 나를 조금 다르게 보여주는 도구를 만들고 싶었어\n그게 더 맞는 표현 같아,text_only,none,no,no,,2026-05-28 17:30,draft,
second_105,상상되는 장면보다\n안 상상되는 장면이 더 오래 붙잡힐 때가 있음\n\n결과가 머릿속에 안 그려질수록 더 궁금하니까,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-28 19:16,draft,
first_234,혼자 작업실 같은 방에서 만들다가\n유난히 밤에 잘 어울린다고 느낀 결과들이 있어\n조용히 오래 보는 컷들,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-28 21:48,draft,
second_106,내 얼굴이 인형뽑기 기계 안에 있으면 웃길지 귀여울지\n막상 돌리기 전엔 전혀 모르겠더라\n\n그 모름이 꽤 큰 재미였음,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-29 10:35,draft,
first_036,그냥 예쁘게 바꾸는 거 말고\n내가 몰랐던 내 인상 보여주는 쪽이 더 재밌더라\n그래서 그쪽으로 방향을 잡았어,text_only,none,no,no,,2026-05-29 12:27,draft,
second_107,다들 결과 궁금해지는 포인트가\n배경인지 의상인지 표정인지 궁금하다\n\n나는 의외로 배경이 제일 큼,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-29 14:56,draft,
first_135,오늘 좀 지쳤다 싶으면\n나를 다른 캐릭터로 바꿔보는 것만으로도\n생각보다 숨이 좀 트여 🌙\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-29 17:02,draft,
second_108,카드 한 장이 세다는 건\n설명을 읽지 않아도 눌러보고 싶게 만든다는 뜻 같음\n\n이번엔 그런 카드 비중을 꽤 높였다,soft_cta,soft,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-29 19:17,draft,
first_235,사진 한 장이 카드처럼 남는 순간\n괜히 저장 버튼이 빨라져\n밤엔 더 그렇고 🙂\nhttps://www.styledrop.cloud/,direct_cta,direct,yes,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-05-29 21:45,draft,
second_109,같은 사진으로도\n어느 장면에 넣느냐에 따라 전혀 다른 사람이 되더라\n\n그 차이를 보는 재미가 생각보다 크다,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-30 10:00,draft,
first_037,점심 먹고 나면 뇌가 느려지잖아\n그때 딱 보기 좋은 종류의 서비스임\n어렵지 않게 바로 결과가 뜸,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-30 12:12,draft,
second_110,프로필용 느낌이 더 끌리는지\n밈처럼 친구 보내기 좋은 느낌이 더 끌리는지\n\n이거 진짜 취향 테스트 같다,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-30 14:37,draft,
first_136,퇴근길 버스 창문에 비친 얼굴 보다가\n문득 더 재밌는 버전의 나를 보고 싶어서 만든 서비스야\n그 시작이 좀 단순했어,text_only,none,no,no,,2026-05-30 17:49,draft,
second_111,결과를 보여주기보다\n궁금증을 먼저 심는 카드가 훨씬 오래 남더라\n\n그래서 앞단 설계를 더 열심히 하게 됐음,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-30 19:28,draft,
first_236,나만 아직 안 해본 느낌\n이거 은근 밤에 세게 온다\n그래서 한번 보면 끝이 잘 안 남,text_only,none,no,no,,2026-05-30 21:44,draft,
second_112,내 얼굴이 영화 같은 장면에 들어가면\n멋있을지 어색할지부터 궁금해짐\n\n이런 반응이 바로 나오는 카드들이 의외로 많음,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-31 10:30,draft,
first_038,친구 사진으로도 해봤는데\n장난치려다 결과가 잘 나와서\n오히려 서로 저장함,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-31 12:28,draft,
second_113,다들 카드 볼 때\n직관적으로 끌리는 것부터 누르는 편인지\n의외성 큰 것부터 누르는 편인지 궁금하다,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-31 14:24,draft,
first_137,내 얼굴이 영화 포스터처럼 나올 줄은 몰랐는데\n막상 그러고 나니까\n프사도 바꾸고 싶어지더라,text_only,none,no,no,,2026-05-31 17:35,draft,
second_114,첫 화면에서 이미\n“오늘은 이거 해볼까”가 떠오르면 훨씬 강하더라\n\n카드형 구조의 장점이 딱 그거인 듯,soft_cta,soft,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-05-31 19:14,draft,
first_237,퍼컬 결과 보고 있다가\n갑자기 내일 입을 옷까지 고민하게 되는 사람\n나만 그런 거 아니겠지,image_recommended,none,no,yes,dreamy-wildflower|datecam-film|idol-photocard,2026-05-31 21:15,draft,
second_115,권투 선수처럼 선명한 캐릭터와\n일상 무드 장면을 같이 두면\n사람들이 어느 쪽부터 고를지 늘 흥미로움,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-06-01 10:57,draft,
first_039,나 혼자 만든 거라 그런지\n작은 반응도 크게 남는데\n이건 진짜 편하게 눌러봐도 되는 쪽이야,soft_cta,soft,no,yes,datecam-film|dreamy-celebratory|coquette-ribbon,2026-06-01 12:12,draft,
second_116,나는 결과 잘 나올 것 같은 카드보다\n어떻게 나올지 감이 안 오는 카드부터 눌러보는 편임\n\n이 타입 의외로 많을 것 같은데,soft_cta,soft,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-06-01 14:14,draft,
first_138,나 혼자 만들었단 사실보다\n누군가가 써주고 웃었다는 사실이 더 오래 남더라\n그래서 계속 다듬게 됨,text_only,none,no,no,,2026-06-01 17:24,draft,
second_117,카드 하나가 세다는 건\n결과가 좋아서가 아니라 질문을 남겨서인 것 같음\n\n그 질문이 생기면 손이 자연스럽게 감,soft_cta,none,no,no,datecam-film|dreamy-celebratory|coquette-ribbon,2026-06-01 19:41,draft,
first_238,AI 프로필은 대놓고 꾸민 느낌보다\n조금 영화 스틸 같은 쪽이 좋아서\n그 방향으로 많이 손봤어,text_only,none,no,no,,2026-06-01 21:02,draft,
