template_id,post_text,category,cta_type,link_included,image_upload_recommended,recommended_styles,scheduled_at,status,quality_note
T0118,"나중에 다시 보는 결과는
대체로 누가 반응했던 결과더라

혼자 보기에 좋은 컷과
보여주기 좋은 컷은 정말 다름
나중에 저장해두고 해봐도 좋아?",conversation,soft,no,no,,2026-06-02 11:47,draft,
T0119,"괜히 과하게 추천하진 않을게
근데 장면 구경하는 재미는 예상보다 확실히 있음

https://www.styledrop.cloud",direct_cta,direct,yes,no,,2026-06-02 17:34,draft,
T0120,"내가 보기엔 그냥 내 얼굴인데 뭔가
결과물 속에선 낯설고 또 나 같아서
그 묘한 느낌이 좋아",image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-06-02 22:16,draft,
T0121,"이거 친구한테 보내면
“뭐야 ㅋㅋ”가 먼저 나올지 “오 괜찮네”가 먼저 나올지
예상하는 재미도 있음
한 번 구경해봐도 재밌을 듯",soft_cta,soft,no,no,,2026-06-03 10:04,draft,
T0122,"퇴근 시간에는
좋다 싫다보다
이상하게 오래 생각나는 게 더 중요한 것 같아
그래서 결과의 여운을 신경 썼어",image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-06-03 16:43,draft,
T0123,"누가 봐도 예쁜 결과보다
내 얼굴로 이 장면을 보면 어떨지 궁금한 결과가 더 셌음

만들면서 그 차이를 계속 느꼈다?",conversation,none,no,no,,2026-06-03 21:14,draft,
T0124,"요즘 프로필용 먼저 볼지
친구 공유용 먼저 볼지
취향 따라 완전히 다르게 볼 수 있음

https://www.styledrop.cloud",direct_cta,direct,yes,yes,maid-cafe-heart|skydiving|idol-photocard,2026-06-04 10:57,draft,
T0125,"점심시간 5분 남았을 때
딱 해보기 좋은 정도의 가벼움
근데 결과는 꽤 오래 남음
한 번 구경해봐도 재밌을 듯 은근",soft_cta,soft,no,no,,2026-06-04 16:47,draft,
T0126,"어떤 카드는 결과를 보기도 전에
친구한테 보내는 장면까지 상상됨

그런 카드가 확실히 힘이 세더라
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-06-04 22:09,draft,
T0127,"밤에 듣고 싶은 말은 예쁘다가 아니라 👀
와 너 이런 분위기도 있네일 때가 있잖아
솔직히 이 서비스는 좀 그쪽이야",text_only,none,no,no,,2026-06-05 10:07,draft,
T0128,"구경만 해도 손이 가는 카드가 있으면
서비스 체감이 완전히 달라지더라

요즘 그 지점을 만들어보려고 꽤 오래 만졌음
https://www.styledrop.cloud",direct_cta,direct,yes,yes,red-carpet-glam|maid-cafe-heart|skydiving,2026-06-05 17:33,draft,
T0129,"카드 한 장 보고
친구 얼굴 하나 바로 떠오르면 이미 게임 끝임

그런 장면은 보기 전부터 대화가 시작되더라
해보면 나름 신기할걸",soft_cta,soft,no,no,,2026-06-05 22:17,draft,
T0130,"퇴근길엔 뭔가 추천하고 싶은 마음이 생기잖아
그때 무난하게 건네기 좋은 서비스로 만들고 싶었어
https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-06-06 12:39,draft,
T0131,"혼자 작업실 같은 방에서 만들다가 😂
유난히 밤에 잘 어울린다고 느낀 결과들이 있어
조용히 오래 보는 컷들",image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-06-06 17:09,draft,
T0132,"잘 나온 사진이 필요할 때도 있지만
가볍게 놀고 싶을 때는 다른 기준이 생기더라

그럴 때 보는 서비스로 만들고 싶었다
이런 거 좋아하면 맞을 듯",soft_cta,soft,no,no,,2026-06-06 20:46,draft,
T0133,"분위기 있는 밤엔 장면이 더 끌리는지
캐릭터 확실한 설정이 더 끌리는지

사람들 반응 보면 진짜 반반 느낌임
이런 거 좋아하면 맞을 듯",soft_cta,soft,no,no,,2026-06-07 12:01,draft,
T0134,"설명보다 감이 먼저 오는 서비스가 오래 남더라
그래서 카드형으로 최대한 가볍게 풀었음

https://www.styledrop.cloud",direct_cta,direct,yes,yes,maid-cafe-heart|skydiving|idol-photocard,2026-06-07 16:59,draft,
T0135,"그냥 나 혼자 만든 거라 그런지
작은 반응도 크게 남는데
나도 이건 진짜 편하게 눌러봐도 되는 쪽이야
나중에 저장해두고 해봐도 좋아",soft_cta,soft,no,no,,2026-06-07 21:42,draft,
T0136,"솔직히 오늘따라 내가 좀 무채색 같으면
이런 걸로 다른 결의 나를 보는 것도 괜찮더라 ✨
https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-06-08 11:59,draft,
T0137,"한 장 완성 중심에서
여러 장면 체험 중심으로 옮긴 이유가 궁금하다면

보면 바로 감 올 거야
https://www.styledrop.cloud",before_after_recommended,direct,yes,yes,rainy-crosswalk|red-carpet-glam|cinematic-horseback,2026-06-08 18:04,draft,
T0138,"눈 내리는 밤엔 같은 조용한 장면이 좋은지
강한 캐릭터 카드가 더 좋은지

요즘 이거 의외로 취향 진짜 갈린다
한 번 구경해봐도 재밌을 듯",soft_cta,soft,no,no,,2026-06-08 20:51,draft,
T0139,"전에는 AI 사진이
잘 나왔는지만 봤고

지금은 어떤 장면을 고를지 고민하는 시간이 더 중요해졌음",before_after_recommended,none,no,yes,cinematic-horseback|bronze-statue-bench|club-flash,2026-06-09 10:29,draft,
T0140,"비슷한 결과물에 피로한 사람들 보면
새 필터보다 새 상황을 더 재밌어하더라

그래서 이번엔 얼굴보다 맥락을 먼저 설계했음",text_only,none,no,no,,2026-06-09 17:11,draft,
T0141,"“잘 나온 사진”보다
“이거 나 한번 넣어보고 싶다”가 먼저 드는 타입이면
장면형 서비스가 훨씬 잘 맞는다",image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-06-09 21:09,draft,
T0142,"오늘 내가 좀 흐리게 느껴지는 날엔
다른 버전의 나를 한 번 보는 것도 괜찮더라
그게 예상보다 힘이 됨 뭔가
나중에 저장해두고 해봐도 좋아",soft_cta,soft,no,no,,2026-06-10 10:27,draft,
T0143,"처음엔 예쁜 결과가 전부였는데
지금은 이야기 붙는 결과가 더 중요해졌다

서비스를 보는 눈도 같이 달라짐
한 번쯤 눌러보면 웃길지도",before_after_recommended,soft,no,yes,red-carpet-glam|cinematic-horseback|bronze-statue-bench,2026-06-10 16:36,draft,
T0144,"하루 종일 일하고 나면
나를 예쁘게 꾸미는 것보다
나를 재미있게 다시 보고 싶어질 때가 있어",text_only,none,no,no,,2026-06-10 22:28,draft,
T0145,"나도 내 얼굴로 AI 프로필 뽑아봤는데
예상보다 훨씬 덜 민망하고
훨씬 더 잘 나왔어 😶
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-06-11 11:19,draft,
T0146,"퍼스널컬러 기능 넣고 나서
나도 립 고를 때 조금 덜 헤매더라
이런 소소한 쪽이 의외로 오래감",text_only,none,no,no,,2026-06-11 18:06,draft,
T0147,"내 얼굴이 카드처럼 정리돼서 나오면
오늘 하루도 조금 정리되는 기분이 들더라
그 느낌이 괜찮았어",image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-06-11 22:01,draft,
T0148,"요즘 AI 사진은
잘 나와도 금방 잊히는 경우가 많더라

그래서 이번엔 결과 한 장보다
다음 장면이 궁금해지는 흐름을 먼저 만들었음",text_only,none,no,no,,2026-06-12 10:19,draft,
T0149,"무난한 카드만 있으면
처음엔 편해도 금방 심심해지더라

강약을 섞으니까 확실히 반응 폭이 넓어졌음",before_after_recommended,none,no,yes,cinematic-horseback|bronze-statue-bench|club-flash,2026-06-12 17:32,draft,
T0150,"프로필용 느낌이 더 끌리는지
밈처럼 친구 보내기 좋은 느낌이 더 끌리는지

이거 진짜 취향 테스트 같다
나중에 저장해두고 해봐도 좋아",soft_cta,soft,no,no,,2026-06-12 20:43,draft,
T0151,"밤에는 유독
왠지 남들 프로필 사진 하나에도 시선이 오래 가잖아
그래서 나도 그런 무드를 만드는 걸 해봤어",image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-06-13 11:17,draft,
T0152,"좋은 결과는 혼자 아끼게 되고
재밌는 결과는 꼭 보내게 되더라

이번엔 후자의 순간을 더 늘리고 싶었음
해보면 나름 신기할걸",soft_cta,soft,no,no,,2026-06-13 17:58,draft,
T0153,"전에는 기술을 보여주는 느낌이었다면
지금은 놀이감을 꺼내놓는 느낌에 더 가까움

그래서 톤도 훨씬 가볍게 잡게 됐음",before_after_recommended,none,no,yes,red-carpet-glam|cinematic-horseback|bronze-statue-bench,2026-06-13 21:38,draft,
T0154,"“이건 내 얼굴로 돌리면 어떨까”
이 생각이 들면 이미 반쯤 시작된 거더라

이번엔 그 순간을 많이 만들고 싶었음",soft_cta,none,no,no,,2026-06-14 11:49,draft,
T0155,"하루 종일 기능만 보다가
사람 얼굴이 올라간 결과물 볼 때
그제야 서비스가 살아나는 느낌이 남아
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-06-14 18:04,draft,
T0156,"혼자 디자인하고 개발하다 보니까
요즘 예쁜 것보다 먼저
한 번 더 눌러보게 되는지가 중요하더라
그래서 재밌는 쪽으로 많이 만졌어
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-06-14 20:38,draft,
T0157,"분위기만 바뀌어도
사람이 완전 달라 보이더라
이거 만들면서 제일 재밌었던 부분이 그거였음 은근 ✨",before_after_recommended,none,no,yes,rainy-crosswalk|red-carpet-glam|cinematic-horseback,2026-06-15 12:09,draft,
T0158,"이거 혼자 보기보다
친구한테 던졌을 때 더 재밌는 카드가 꽤 있음 ✨

특히 결과에 한마디 붙이기 쉬운 쪽이 반응이 빠르더라
한 번 구경해봐도 재밌을 듯",soft_cta,soft,no,no,,2026-06-15 17:57,draft,
T0159,"비슷한 결과에 질렸다면
이번엔 결과보다 궁금증이 먼저 생기는지부터 봐도 됨

감 오는 카드가 꽤 있을 거야
https://www.styledrop.cloud",direct_cta,direct,yes,yes,maid-cafe-heart|skydiving|idol-photocard,2026-06-15 20:31,draft,
T0160,"점심시간에 무난하게 쓸 서비스 찾는 사람 있으면
이건 설명보다 직접 한 번 돌려보는 게 빠름
왠지 의외로 금방 이해됨
해보면 나름 신기할걸",soft_cta,soft,no,no,,2026-06-16 11:47,draft,
T0161,"내 얼굴을 AI 감독이 심사해주는 기능 넣었는데
솔직히 만들면서도 웃겼거든
근데 막상 돌리면 결과 기다리게 됨",image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-06-16 16:57,draft,
T0162,"이건 뭐랄까
엄청 진지하게 쓰는 서비스보다 소소하게 들어가 보는 서비스에 가까움

https://www.styledrop.cloud",direct_cta,direct,yes,no,,2026-06-16 21:16,draft,
T0163,"무드 있는 결과도 좋고
웃긴 결과도 포기 못 하는 타입이면
카드 구경하는 재미가 꽤 클 수 있음",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-06-17 11:57,draft,
T0164,"퇴근 후에 보면
낮엔 지나쳤던 디테일이 더 들어와
그냥 그래서 이 시간대에 써본 사람 반응이 궁금해
https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-06-17 17:09,draft,
T0165,"오늘도 내 사진 보면서 느낀 건데
사람은 각도보다 분위기가 더 크더라
그래서 계속 그쪽으로 손보고 있어",image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-06-17 20:52,draft,
T0166,"혼자 개발하면서 제일 좋았던 순간은
누가 써보고 바로 친구한테 보냈다는 얘기 들었을 때
그 반응이 너무 좋더라?",conversation,none,no,no,,2026-06-18 12:13,draft,
T0167,"내 얼굴이 이렇게까지
캐릭터처럼 바뀔 수 있구나 싶어서
혼자 몇 번 더 돌려봤다 🤠
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,dreamy-wildflower|red-carpet-glam|maid-cafe-heart,2026-06-18 17:39,draft,
T0168,"결과가 좋아도 공유가 안 되면
의외로 빨리 잊히는 경우가 많았음

반응이 오가는 순간이 서비스 기억을 더 키우더라",soft_cta,none,no,no,,2026-06-18 21:48,draft,
T0169,"결과 중심에서 경험 중심으로 옮긴 게
이번에 제일 큰 변화였음

딱 그 결로 보고 싶으면 https://www.styledrop.cloud",before_after_recommended,direct,yes,yes,cinematic-horseback|bronze-statue-bench|club-flash,2026-06-19 12:17,draft,
T0170,"결과물을 보는 재미도 있지만
나는 아직 안 본 결과를 상상하는 재미가 더 크더라

그래서 카드형 구성이 잘 맞았음
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-06-19 18:33,draft,
T0171,"내가 만든 서비스인데
친구들이 먼저 자기 사진 넣어보는 거 보니까
묘하게 뿌듯했음",image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-06-19 21:29,draft,
T0172,"혼자 보는 용도로는 안 열었을 카드도
친구랑 같이 할 생각하면 갑자기 끌릴 때가 있음 .. 😆

그 감정이 꽤 재밌음
나중에 저장해두고 해봐도 좋아",soft_cta,soft,no,no,,2026-06-20 11:51,draft,
T0173,"단톡방용 결과가 좋은지
스토리용 결과가 좋은지
그 취향부터 나뉘는 게 재밌다

https://www.styledrop.cloud",direct_cta,direct,yes,yes,red-carpet-glam|maid-cafe-heart|skydiving,2026-06-20 17:38,draft,
T0174,"결과가 잘 나왔다는 말보다
친구가 자기 사진으로도 해봤다는 말이 더 반갑더라

혼자 끝나지 않는 구조를 만들고 싶었던 이유도 그거였음
해보면 나름 신기할걸",soft_cta,soft,no,no,,2026-06-20 21:11,draft,
T0175,"방금 해봤는데
내 얼굴이 이렇게까지 무드 있게 나올 줄은 몰랐어
조용히 저장해두기 좋은 결과가 뜸
나중에 저장해두고 해봐도 좋아",soft_cta,soft,no,no,,2026-06-21 11:02,draft,
T0176,"그냥 결과 하나만 예쁘게 나오면 된다고 생각하던 때보다
지금은 첫 클릭이 재밌어야 한다는 확신이 훨씬 큼 😶

나도 이 포인트 진짜 중요함
나중에 저장해두고 해봐도 좋아",before_after_recommended,soft,no,yes,club-flash|rainy-crosswalk|red-carpet-glam,2026-06-21 16:52,draft,
T0177,"나도 하루 끝에 작은 호기심 하나 남기고 싶어서 만든 서비스야
광고처럼 보이기보단
그냥 나도 이런 거 만들었다는 얘기에 가깝고
재밌게 써주면 그걸로 충분해
https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-06-21 22:22,draft,
T0178,"회사가 끝난 뒤의 얼굴은
낮보다 솔직해서 더 재밌는 결과가 나오는 것 같아
이상하게 그 시간이 있음",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-06-22 11:02,draft,
T0179,"퇴근 시간엔 너무 자극적인 건 싫고 🙂
그렇다고 심심한 것도 싫잖아
딱 그 중간 지점을 노렸어",text_only,none,no,no,,2026-06-22 18:28,draft,
T0180,"프로필용으로 보든
친구 보내는 용도로 보든
가볍게 놀기엔 꽤 편한 구조로 만들었음

https://www.styledrop.cloud",direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-06-22 21:42,draft,
T0181,"퇴근 후에 드는 생각들은 대체로 솔직해서
이 시간대 반응이 제일 믿음이 간다
그래서 더 떨림",text_only,none,no,no,,2026-06-23 12:36,draft,
T0182,"요즘 무난한 결과를 여러 개 쌓는 것보다 은근 🥹
성격 다른 결과를 한두 개 남기는 게 더 강하더라

그래서 카드 톤을 더 벌려봤다
나중에 저장해두고 해봐도 좋아",before_after_recommended,soft,no,yes,rainy-crosswalk|red-carpet-glam|cinematic-horseback,2026-06-23 18:07,draft,
T0183,"1인 개발로 만든 서비스라
크게 소리치기보다
이렇게 조용히 써달라고 말하게 된다",text_only,none,no,no,,2026-06-23 21:13,draft,
T0184,"방금도 테스트하다가
프로필용 컷 하나 건졌어
혼자 만든 건데 혼자 제일 잘 쓰는 중",image_recommended,none,no,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-06-24 10:07,draft,
T0185,"오늘은 그냥
나를 다른 무드로 한 번 보고 싶다
이 마음이면 충분한 서비스야
해보면 나름 신기할걸",soft_cta,soft,no,no,,2026-06-24 18:36,draft,
T0186,"그냥 아까 내 사진 넣어봤는데
요즘 오늘따라 유난히 무드 있게 나와서
괜히 저장해뒀다 👀
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,idol-photocard|dreamy-wildflower|red-carpet-glam,2026-06-24 22:18,draft,
T0187,"의외로 사람들이 기억하는 건
화질보다 장면 이름인 경우가 많더라

왠지 카드 제목만 보고 웃거나 상상하면 이미 반은 된 느낌
이런 거 좋아하면 맞을 듯",soft_cta,soft,no,no,,2026-06-25 11:23,draft,
T0188,"내가 만든 결과물 중에서도 👀
요즘 유독 밤에만 예뻐 보이는 컷들이 있어
그런 건 대개 무드가 먼저 와",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-06-25 17:16,draft,
T0189,"퍼스널컬러 결과 보다가 😆
내가 왜 특정 색에서 죽는지 조금 이해했어
이런 사소한 깨달음이 의외로 재밌더라?",conversation,none,no,no,,2026-06-25 21:32,draft,
T0190,"무드 있는 장면이 좋은지
장난스러운 장면이 좋은지
이것만 봐도 취향 드러난다

https://www.styledrop.cloud",direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-06-26 10:54,draft,
T0191,"점심시간에 친구랑 같이 해보기 좋은 이유
결과 보고 바로 놀리거나 칭찬할 수 있음
그게 살짝 재밌음
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-06-26 17:36,draft,
T0192,"AI 사진에서 저장보다 공유가 먼저 일어나는 순간이 있음

나도 그건 결과가 예뻐서라기보다
왠지 보여주고 싶은 장면이기 때문이더라 진짜",soft_cta,none,no,no,,2026-06-26 21:13,draft,
T0193,"멋있는 장면이든 웃긴 장면이든
내 얼굴이 들어가면 체감이 완전히 달라지더라

https://www.styledrop.cloud",direct_cta,direct,yes,yes,red-carpet-glam|maid-cafe-heart|skydiving,2026-06-27 11:11,draft,
T0194,"혼자 만든 서비스라고 말하면
괜히 더 작게 보일까 걱정도 되는데
그래도 써본 사람 반응이 그걸 덮어주더라",text_only,none,no,no,,2026-06-27 16:32,draft,
T0195,"나도 밤에 보는 퍼스널컬러 결과는
내일 뭐 바를지 바로 생각하게 만들어
그게 살짝 실용적이더라",image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-06-27 21:36,draft,
T0196,"오늘 좀 지쳤다 싶으면
나를 다른 캐릭터로 바꿔보는 것만으로도
예상보다 숨이 좀 트여 🌙
https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-06-28 10:48,draft,
T0197,"혼자 사용하는 도구처럼 보이던 단계에서
지금은 가볍게 공유하는 콘텐츠처럼 보이게 옮겨온 느낌임

이 결이 꽤 다르다
해보면 나름 신기할걸",before_after_recommended,soft,no,yes,rainy-crosswalk|red-carpet-glam|cinematic-horseback,2026-06-28 16:51,draft,
T0198,"결과가 궁금하지 않은 카드는
아무리 예뻐도 손이 잘 안 가더라

솔직히 그래서 제목만 보고도 상상하게 되는 쪽으로 짰음",soft_cta,none,no,no,,2026-06-28 22:02,draft,
T0199,"보정앱처럼 소비되는 느낌보다
그냥 가볍게 장면 고르는 서비스에 더 가깝게 바꿔봤음

https://www.styledrop.cloud",before_after_recommended,direct,yes,yes,cinematic-horseback|bronze-statue-bench|club-flash,2026-06-29 11:44,draft,
T0200,"내 얼굴이 어디서 제일 낯설고 재밌게 보일지
그냥 그 궁금증 하나만으로도 충분하더라

몇 개만 보면 감 올 거야
https://www.styledrop.cloud",conversation,direct,yes,no,,2026-06-29 17:31,draft,
T0201,"전엔 얼굴 변화가 핵심이었다면
지금은 장면 변화가 훨씬 더 재미 포인트로 느껴짐

이건 직접 만들면서 더 확신하게 됐음",before_after_recommended,none,no,yes,club-flash|rainy-crosswalk|red-carpet-glam,2026-06-29 21:58,draft,
T0202,"잘 나온 결과보다
그냥 보기 전 기대감이 더 큰 서비스가 의외로 드물더라

그냥 이번엔 그 앞단 감정을 더 많이 신경 썼음 은근 😉",soft_cta,none,no,no,,2026-06-30 12:01,draft,
T0203,"혼자 만드는 서비스의 밤은
기대 반 민망함 반이야 뭔가
그래도 누가 재밌게 써주면 그걸로 충분함?",conversation,none,no,no,,2026-06-30 18:24,draft,
T0204,"혼자 만들고 있는 서비스에
내 셀카 넣어보다가
괜히 저장까지 해버렸어
필터보다 카드 느낌이라 더 남더라
이런 거 좋아하면 맞을 듯",soft_cta,soft,no,no,,2026-06-30 22:11,draft,
T0205,"무료로 열어둔 건데
반응이 너무 궁금해서 자꾸 들여다보게 된다
가볍게 구경만 해줘도 큰 도움 됨
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-07-01 10:04,draft,
T0206,"이 시간에 이런 거 보면 좀 위험해
별 생각 없다가도 🌙
나도 해볼까가 머릿속에 오래 남거든",text_only,none,no,no,,2026-07-01 16:53,draft,
T0207,"내 얼굴을 AI 감독이 심사해주는 기능
밤에 보면 괜히 더 몰입돼
이 시간엔 뭐든 진심처럼 느껴지니까",image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-07-01 21:07,draft,
T0208,"왠지 카드 한 장이 세다는 건
설명을 읽지 않아도 눌러보고 싶게 만든다는 뜻 같음

이번엔 그런 카드 비중을 꽤 높였다
이런 거 좋아하면 맞을 듯",soft_cta,soft,no,no,,2026-07-02 10:56,draft,
T0209,"내 사진을 넣고
내가 먼저 웃은 서비스라면
일단 재미는 있는 거 아닌가 싶다 😶
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,maid-cafe-heart|skydiving|idol-photocard,2026-07-02 18:13,draft,
T0210,"서로 다른 장면에 같은 얼굴을 넣었을 때
어디까지 분위기가 바뀌는지 보는 재미가 있음

그 차이를 발견하는 순간이 꽤 좋다?",conversation,none,no,no,,2026-07-02 21:58,draft,
T0211,"가끔 혼자 노는 것도 좋아하지만
재밌는 거 보면 바로 친구 하나 떠오르는 타입이면
이런 서비스가 더 살아나게 느껴질 수 있음",image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-07-03 11:02,draft,
T0212,"나는 결과 잘 나올 것 같은 카드보다
어떻게 나올지 감이 안 오는 카드부터 눌러보는 편임

이 타입 의외로 많을 것 같은데
이런 거 좋아하면 맞을 듯?",conversation,soft,no,no,,2026-07-03 17:48,draft,
T0213,"처음엔 얼굴이 얼마나 잘 바뀌는지에 집중했고
그냥 지금은 분위기가 얼마나 확 바뀌는지에 더 집중함

이 차이가 의외로 큼
이런 거 좋아하면 맞을 듯",before_after_recommended,soft,no,yes,red-carpet-glam|cinematic-horseback|bronze-statue-bench,2026-07-03 21:54,draft,
T0214,"서로 다른 카드 두 개를 보고
어느 쪽이 내 얼굴이 더 잘 어울릴지 상상하는 재미가 있음

이건 해보는 재미랑 또 다름
해보면 나름 신기할걸",soft_cta,soft,no,no,,2026-07-04 12:28,draft,
T0215,"보정앱처럼 쓰는 느낌보다
나도 가볍게 장면 체험하는 느낌에 더 가깝게 잡았음

이 차이가 궁금하면 여기서 몇 개만 봐도 됨
https://www.styledrop.cloud",direct_cta,direct,yes,no,,2026-07-04 18:04,draft,
T0216,"AI 오디션은 진짜
밤에 보면 더 진지하게 받아들이게 됨
알면서도 좀 몰입하게 돼",text_only,none,no,no,,2026-07-04 21:37,draft,
T0217,"오늘 하루 다 쓴 얼굴로 넣어도
예상보다 괜찮게 나온다는 게
요즘 의외로 위안이 됐어 🙂
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,dreamy-wildflower|red-carpet-glam|maid-cafe-heart,2026-07-05 11:28,draft,
T0218,"사실 이 서비스의 핵심은
변신 그 자체보다
내가 나를 새로 보는 순간이라고 생각해",text_only,none,no,no,,2026-07-05 18:18,draft,
T0219,"점심시간에 뭔가 새로 눌러보고 싶은데
무거운 서비스는 싫고
딱 그 사이에 놓고 싶었어
한 번 구경해봐도 재밌을 듯",soft_cta,soft,no,no,,2026-07-05 21:12,draft,
T0220,"점심시간에 무드 전환용으로
이런 건 꽤 괜찮지 않나 싶다
한 장 넣으면 금방 결과가 떠서",image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-07-06 11:56,draft,
T0221,"멋있는 쪽 먼저 볼지
장난스러운 쪽 먼저 볼지
사람마다 갈리는 포인트가 재밌다

https://www.styledrop.cloud",direct_cta,direct,yes,no,,2026-07-06 17:39,draft,
T0222,"퍼컬 기능은 진짜 실용 쪽이고
감성 카드는 재미 쪽인데
이상하게 둘이 같이 있을 때 더 잘 맞아",image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-07-06 21:09,draft,
T0223,"퇴근하면서 서비스 올린 사람 마음은 딱 하나야
누가 재미있게 써주면 좋겠다
그 이상도 이하도 아님
https://www.styledrop.cloud/",conversation,direct,yes,no,,2026-07-07 11:04,draft,
T0224,"혼자 만든 걸 이렇게 올려놓고
밤마다 괜히 새로고침하는 마음
나도 아는 사람은 알 거야",text_only,none,no,no,,2026-07-07 17:29,draft,
T0225,"혼자 일하면 이런 사소한 반응 하나가
되게 큰 동력이 된다
어 이거 괜찮네 한마디 같은 거",text_only,none,no,no,,2026-07-07 22:02,draft,
T0226,"평소 선택할 때도
무난한 것보다 캐릭터 있는 걸 고르는 편이면
이런 서비스가 꽤 잘 맞을 수 있음 ㅋㅋ 😉",image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-07-08 10:49,draft,
T0227,"혼자 만든 서비스인데
그냥 밤에 보면 조금 덜 서비스 같고
조금 더 개인 작업물처럼 느껴질 때가 있어",text_only,none,no,no,,2026-07-08 17:17,draft,
T0228,"AI 프로필은 그냥 덤처럼 넣었는데
의외로 퇴근 후 반응이 제일 좋더라
다들 프로필 사진 바꾸고 싶은 시간인가 봐",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-07-08 20:54,draft,
T0229,"왠지 처음부터 너무 많은 걸 설명하면
사람이 아니라 기능만 남는 느낌이 있음

이번엔 그냥 보면서 감 잡는 쪽이 더 맞다고 봤음
나중에 저장해두고 해봐도 좋아",soft_cta,soft,no,no,,2026-07-09 12:03,draft,
T0230,"이 시간엔 친구한테
야 나 이거 해봤는데 너도 해봐
보내기 딱 좋음 😶
https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-07-09 17:42,draft,
T0231,"혼자 만드는 사람 특징인지
사람들 반응 상상하다가
괜히 더 늦게까지 손보게 된다",text_only,none,no,no,,2026-07-09 20:42,draft,
T0232,"무료로 열어둔 거라
한 번 해보고 아니면 말아도 돼
근데 의외로 한 번으로 안 끝날 수도 있음 👀
https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-07-10 10:49,draft,
T0233,"하루를 정리하는 방법이 꼭 거창할 필요는 없더라
내 얼굴이 다른 무드로 바뀌는 걸 보는 것만으로도
살짝 마음이 움직여",before_after_recommended,none,no,yes,red-carpet-glam|cinematic-horseback|bronze-statue-bench,2026-07-10 17:28,draft,
T0234,"내 사진으로 낯선 장면 보는 걸 좋아하는 사람은
이런 서비스에서 금방 취향 카드 찾을 가능성이 큼

왠지 본인도 이런 타입이면 저장해둘 만함
나중에 저장해두고 해봐도 좋아",soft_cta,soft,no,no,,2026-07-10 21:16,draft,
T0235,"사진 찍는 건 귀찮은데
재밌는 결과 구경하는 건 좋아하는 사람

이 조합이면 이런 서비스가 살짝 잘 맞더라",image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-07-11 11:17,draft,
T0236,"사람들이 금방 질리는 건
결과를 너무 빨리 예측할 수 있어서일 수도 있음

그래서 예측 여지를 남기는 카드들을 넣어봤다",soft_cta,none,no,no,,2026-07-11 16:33,draft,
